国家站点,ASIN,评论ID,评论标题,属性,评论内容,VP标识,星级,作者,评论时间
US,B07594HZ6Y,R1PGDQTB612ZNO,"Sound is flat, poor, disappointing.",Color: Black,"I am so disappointed with the sound of this speaker. I bought it to replace the JBL Flip 3 I had and loved for many years - it had great sound but stopped working. From the strong reviews for this Tribit XSound Go plus the low price, I thought it would be a no-brainer great choice for a Bluethooth speaker. That was a mistake and I regret the purchase. I'm going to sell or give away the Tribit XSound Go - that's how mach I hate the flat, tinny sound it has - and buy another JBL Flip instead.",否,2,guytac,2025-02-01
US,B07594HZ6Y,RNDDBQED8UO6P,Impressive,Color: Black,"I was reluctant to purchase this due to its low cost and size , I figured it would be junk. I am very pleasantly surprised. Good quality sound , decent base , good volume and a great value.",是,5,Joe,2025-01-31
US,B07594HZ6Y,RR9FE55TDFQXZ,Pretty fantastic,Color: Black,"Using it as my bathroom speaker and will definitely use it for travel.
<br>
<br>Sounds REALLY good for the price and size. Easy charging, lasts a long time. Super simple tactile buttons. I really don't need more than that.",是,5,Eli Cohen,2025-01-30
US,B07594HZ6Y,RLBUP88ZZ6WB3,Good While it Lasted,Color: Black,"well, had it for about a year and a half now. Worked great at first. really good sound. Easy to connect. don't use it THAT often - hooked up to my phone initially, then the desktop to listen to music in the living room. About 6 months ago, started having connectivity problems (that's been fun) and now it won't play anything without the sound cutting in and out. different speakers work great. Does the same thing regardless of whether I'm connecting to music on the computer or listening to something streaming. Disappointed for the price. Should have much better durability. I'm having better luck and sound with an older speaker that was half the price.",是,2,phoebec61,2025-01-30
US,B07594HZ6Y,R3LZTHE7T6BOJE,It lasted 6 and half years...,Color: Black,"Got this speaker on oct/2018 and for six and half years it delivered a good sound.
<br>Today it just stops charging and i had to put it alway.
<br>For the price it`s great and durability is good too.",是,4,Cesar DeSouza,2025-01-29
US,B07594HZ6Y,RIWJCI5JM0B45,Great,Color: Black,"Good price, good clear sound strong batteries",是,4,It's good,2025-01-29
US,B07594HZ6Y,R2E8H632A5N74V,Very pleased,Color: Black,"My hearing isn't as good as it used to be and I returned many audiobooks to my library because I couldn't hear them on my Kindle. This wonderful speaker solved that problem. I can even hear them with the water running when I'm working in my kitchen. Now I'm looking forward to borrowing the audiobooks I couldn't hear before, and I don't have to waste time playing a sample on every one. The volume on this speaker is amazing. Thanks, Tribit! Don't hesitate, just buy it. Great for senior citizens. You won't be disappointed.",是,5,M. Johnson,2025-01-27
US,B07594HZ6Y,R2IKNWFFCAFYC0,Great for the size,Color: Black,"I have the big brother to this, Tribit StormBox Blast. I bought this one to put in my tech bag or backpack. It has great bass response, plenty of mids and highs for such a small footprint. Charge lasts as advertised and is durable. A+.",是,5,JazzHead,2025-01-26
US,B07594HZ6Y,RGGPEI02ZAIHO,This is a great speaker.,Color: Black,"I got one as a Christmas gift for my sister and she loves it. The sound quality and volume are worth every dollar and the best part is, it isn’t very expensive.",是,5,LX,2025-01-26
US,B07594HZ6Y,RI1YOPEH6WDJM,Great budget Bluetooth speaker,Color: Black,"Great Bluetooth speaker. Easily connected to various devices, including a smart tv. Sounds quality is as other reviewers have said - shockingly good for such an affordable price.",是,5,Matt Alley,2025-01-24
US,B07594HZ6Y,RLDFCUCNDZ9GN,Works well for me,Color: Black,"I like it. I mainly just use it to blast podcasts while i'm the shower so i'm not testing on any sick beats (it's not waterproof, so don't bring it into the actual stall with you). sounds good, gets real loud, easy to connect, makes cute noises when connecting. i would order it again.",是,5,Julia San Diego,2025-01-24
US,B07594HZ6Y,R2FFJHH3SXYIAF,Great value for the price.,Color: Black,Intuitive control and good sound for the price. Not world class sound but hey it was $30 lol,是,5,Ray Huang,2025-01-24
US,B07594HZ6Y,R3CCFU19AZI32X,Tinny sound,Color: Black,Thinny sound. Go for the JBL GO,是,3,Kindle Customer,2025-01-23
US,B07594HZ6Y,R2A4VNS79O57G7,battery life,Color: Black,the tribbite battery lasted about 18 months. I've seen this happen before so I had it insured not sure if this is acceptable or not but I see this routinely for Bluetooth speakers,是,3,Old Ranger,2025-01-23
US,B07594HZ6Y,R1YJP7HAZOMQIZ,Gran sonido ,Color: Black,Para mí está vien es liviano yo trabajo en el campo y lo llevo conmigo todo el día la batería me ha durado 10 horas con el volumen al máximo en la descripción dise que dura más .puede que sea cierto .aún no lo he comprobado un día que tenga la oportunidad les vuelvo a comentar ((((((((mientras tanto 🎼🎵🎶🎶🎵🎼maestro)))))))))),是,5,Rey Vasquez,2025-01-22
US,B07594HZ6Y,RKP4MET2DUMTT,Nice!.,Color: Black,"Easy to connect, and works well.",是,5,Doreen Hamann,2025-01-21
US,B07594HZ6Y,R3HEM3QP7D5CWD,Tribit Xsound Go Bluetooth Speaker,Color: Black,My relative thoroughly enjoyed getting this gift,是,5,mary,2025-01-21
US,B07594HZ6Y,R38DSS2P6IFKGF,Great Purchase,Color: Black,"Great sound and I needed for cooking in kitchen, works well with Kindle.",是,5,Julie,2025-01-21
US,B07594HZ6Y,R1E04JASFENLP8,"High Quality, good bass",Color: Black,"My 5 year old Tribit speaker apparently ""wasn't working"". I replaced it with a new Tribit speaker. That wasn't working either. To make a long story short, after updating iphone to ios18.2.1, both speakers were working.
<br>The quality is good and so is the bass.
<br>According to the instructions, the new Tribit speaker will pair with another Tribit speaker, but it did not work with my older speaker.",是,5,Frank X. Francisco,2025-01-17
US,B07594HZ6Y,R245H3VXPEU9O8,Great sound,Color: Black,"Small, powerful little Bluetooth speekers. The all around sound is great. My husband loves them.",是,5,"Color, fabric, and firmness are great.",2025-01-17
US,B07594HZ6Y,R3KGEE7C56HC3N,Quality sound from small unit.,Color: Black,"Good sound. Shuts down to save battery power, which is good and bad. Small size great for small desk.",是,5,Fischer,2025-01-17
US,B07594HZ6Y,R2QKG67KLIRYMP,Great speaker!,Color: Black,"This speaker has really great sound! I was skeptical when I saw the size of the speaker itself but once I heard the sound quality I was was very impressed. This is a great sounding speaker that is easy to use, sounds great, is loud and has a long battery life. I would buy again.",是,5,Jennifer Schilling,2025-01-16
US,B07594HZ6Y,RK3L0WVFZL53X,Size belies its power,Color: Black,This small and lightweight speaker is powerful. A great addition to my line dance supplies!,是,5,Kindle Customer,2025-01-15
US,B07594HZ6Y,R1TF5AYDB6W5W7,"Gold, for these tin ears",Color: Black,"I can't judge the accuracy or the bass or the midrange sound of this Tribit speaker because I wear hearing aids and I'm in my eighties. But I can judge the ease and richness of using this speaker: it's easy to pair it with my Mac, and it sounds precisely 978 times better than my computer's sound, and that's enough for me.",是,5,rpc.,2025-01-15
US,B07594HZ6Y,R787WT1L8KCCI,J U N K,Color: Black,It worked okay for a few months but it stopped charging. When your money is wasted on trash like this it is never a “good deal.” Buy something else that will sound better and last a year or more. A complete waste of money. BUYER BEWARE,是,1,Naegele,2025-01-15
US,B0CXPQVMP6,R17Y1OIB3ISFP6,Shipping,Color: Red,Fast shipping!! Item as described,是,5,curt,2025-01-14
US,B07594HZ6Y,R3NCOBWRZ2B2JL,Bluetooth speaker,Color: Black,"What a great sound output this speaker has. Clear, clean, and crisp I couldn’t expect anything better from such a small speaker. This was an exceptional find and value, thanks!!!",是,5,Ken Anderson,2025-01-14
US,B07594HZ6Y,R1G155SJJSHUVO,Sound Like a Premium System,Color: Black,Unbelievable clarity and the bass is powerful for a unit this size and price! Worth all 5 stars I've given it.,是,5,Donald Harris,2025-01-14
US,B07594HZ6Y,R1Q2XIT2MB7VP,Great Speaker,Color: Black,"Easy to use, Sounds Great.",是,5,John F Boyle,2025-01-13
US,B07594HZ6Y,R3B3RRBAII12US,Excellent quality,Color: Black,"Bass is good, clear tones, simple to use, holds charge for a 12 hour shift, compact and feels solid.",是,5,Greenapple,2025-01-12
US,B07594HZ6Y,R1FR98J9T2QVMA,Thumbs up,Color: Black,Works great for the price,是,5,Luckybarc,2025-01-11
US,B07594HZ6Y,R2PGD4TBFCM4DY,Works as expected,Color: Black,Just a week with it. It does the job I needed. Good amplification for my Iphone and Mac mini.,是,5,Arelys Escabi,2025-01-11
US,B07594HZ6Y,R22KGS9W7UGLYM,Great sound,Color: Black,"For how small it is, it has great sound. The instructions are a little confusing - lots of different languages to sort through, and it doesn't show you how to charge it; but its easy to figure out. Comes with a cord, but not a charging plug, so make sure you have a spare to plug in the USB. It does hold the charge for a long time.
<br>All in all, happy with it.",是,4,withakdamit,2025-01-11
US,B078TH3PHL,R196T0VAAI5EZB,Broke in less than a year,Color: Blue,"Nice speaker until it unexpectedly stopped working, less than a year after I purchased it.",是,1,Eddie Haskell,2025-01-11
US,B07594HZ6Y,RGXNRLSNJPIO2,Small Speaker,Color: Black,"I like this small speaker that performs like a bigger speaker. The sound is very clear, it chargers fast and it light weight.",是,5,catina morgan,2025-01-10
US,B078TH3PHL,R3O5R3WJWEJ71E,best thing I bought in a while,Color: Blue,it was so easy to pair was charged best item I've gotten in a while and it awesome sound,是,5,robin steenhoven,2025-01-08
US,B07594HZ6Y,R3KMK2SWJ5IXT4,"Good hardware, works well.",Color: Black,"Good quality, could be a little louder as another model I had.",是,4,Bob W,2025-01-08
US,B07594HZ6Y,R23UDETRV4Y8AM,All around OK,Color: Black,"This is a replacement for one that lasted 3 years and then stopped working. For the price, very acceptable sound for streaming.",是,4,Tom,2025-01-08
US,B07594HZ6Y,R1B981N05RFRIF,Quit working after 2 months,Color: Black,"I have purchased this speaker in the past and at first found this latest one to be superior. However, yesterday it quit working just over 2 months of use. Previous had lasted years. Guess I have to find a reliable speaker. Too bad.",是,1,Tammy M,2025-01-08
US,B0CXPQVMP6,R3GRMLRQ92NP05,This speaker works great!,,It works great,是,5,Amazon Customer,2025-01-07
US,B0CXPQVMP6,R13USIJLESBX6V,Great quality,,This works great,是,5,E. R.,2025-01-07
US,B07594HZ6Y,RB6W5G0QBXH93,Boyfriend loved it,,I was planning to buy a JBL flip 6 for my man but my order got cancelled two times with no explanations on the company website and since I was in a rush I went with this instead. But it’s sooo freaking loud and nice I think you can also download the app and change the settings to your discretion. Also bear in mind that it may be a little bit smaller in a man hand. Will maybe try to add some pictures later.,是,5,Prinmi237,2025-01-06
US,B07594HZ6Y,R3S84H5A28PTBG,"Great speaker, Way better than soundcore go 3",,"This speaker ROCKS! I've had tons of small portable speakers and this one has my favorite sound and bass.
<br>It has Bluetooth LE and doesn't have problems charging unlike other speakers.
<br>
<br>So far it's been great and hope to use it for many years.",是,5,Mary,2025-01-05
US,B07594HZ6Y,R3221UOSOJJ69Z,Weak on the bass,,Fine for nothing important you want to hear. The bass is rather weak.,是,2,Randall Reade,2025-01-05
US,B07594HZ6Y,R13SZGUV4H702R,Nice little speaker but not much sound for 16W,,I thought I was upgrading from a 12W to 16W speaker for my workshop but it actually makes less sound and doesn't fill the room with sound like the Anker Soundcore 12W (which no longer charges). I like the USB-C charging and the small size so we'll keep it in the van and use it when traveling.,是,4,Dabu,2025-01-04
US,B07594HZ6Y,R3CBZ40XL1734D,Sounds Good--But will not sync/serial mode with second unit as advertised,,"Sounds fine and connects to phone easily. But, I bought two of these specifically to sync them together in serial mode as advertised. Followed instructions included with device, but one of them does not work as advertised--long press of bluetooth then a ""ding"" but never says ""Serial Mode"". Again, following instructions exactly. Will be returning.",是,2,Aaron,2025-01-04
US,B07594HZ6Y,R2SIMY53M06K9B,Finicky to charge,,"Comes with a charging cable but not a charger. Says not to charge by plugging into a computer; however, I've *only* been able to charge it by plugging it into a computer. Plugging it into a readily available 5v charger does not work.",是,3,Emily H.,2025-01-02
US,B07594HZ6Y,R3M07POOKLIVJU,Small but Mighty!,,"The xbass is so rich that my wife has now commandeered this speaker for her exclusive use on her frequent work trips. Bluetooth connectivity is easy. It's portable, each to charge and affordable. You can't go wrong with this terrific performer of a speaker!",是,5,GB,2024-12-31
US,B07594HZ6Y,R3PO2UHT4BQNGV,Parlante accesible ,,Parlante económico pero con buenas prestaciones,是,5,Edy,2024-12-29
US,B0CXPQVMP6,R1I59L66LJ2XXV,Excellent speaker for the price,,My Tribit Bluetooth speaker came today. I'm highly impressed with the sound quality. It has some pretty good bass for being a smaller speaker. I would say the length of the speaker is the size of my hand so it's easy to carry around. I would say the price is affordable and the speaker itself feels very stable. Bluetooth was easy to pair even for me who is not good with electronics. I would definitely recommend this speaker.,是,5,Elise Watts,2024-12-29
US,B0CXPQVMP6,RKA7XHESB6K6I,good,,good product,是,5,Javier Castaneda,2024-12-28
US,B0CXPQVMP6,R2BKE832M9HUOM,Big sound from small package,,"I have had this speaker for a couple years and am still impressed with it. It has a decent charge, sound that fills a good size room and pairs very easily with another device. We use it primarily at night as a type of sleep speaker and love it. My in-laws use it at their lake house and it fills their cottage very well. For the price, it’s worth a try.",是,5,Bryan B,2024-12-28
US,B0CXPQVMP6,R2QGPYSVOVZFLQ,You can’t go wrong with this speaker!,,Great product! I’ve bought two and both work amazing. Simple price and does exactly with its suppose too. And it’s super loud too!!,是,5,Omar J. Contreras,2024-12-27
US,B0CXPQVMP6,R2Y2BQMCWOFO0E,All about that bass!,,Have two other Tribits but this adds bass to my setup! Love they all mesh together and connect seamlessly.,否,5,Trevon Brandhorst,2024-12-27
US,B0CXPQVMP6,R2AJ9HQRR0ZD3B,Love these,,I absolutely love these speakers!! They sound better than any other speakers I have owned so far. I love using them in stereo mode as well!!,是,5,Glenda,2024-12-27
US,B0CXPQVMP6,R2UYJHW0RXFXMS,Excellent small speaker,,Great small speaker,是,5,James L Amazon Customer,2024-12-26
US,B0CXPQVMP6,R15L3G607KZZLW,works great,,awesome little speaker good battery life great for a living room,是,5,Rafael G.,2024-12-24
US,B0CXPQVMP6,R3VZWG9MIYCJFC,WOULD NOT RECOMMEND,,"Stopped working after about 2 yrs. Not used that much. Battery would not charge. Folks save your money and get a better quality speaker from a more reputable manufactuer. While it worked it was fine, but don't expect longevity on this one.",是,2,Neal Marcot,2024-12-24
US,B0CXPQVMP6,R2CGI5WLPMSD4N,Replacement Unit Failed,,We had a Tribit XSound Go that would not connect to Bluetooth. The company send us a replacement. Now the replacement has failed - when connected to power the status light blinks red and the unit will not charge up. Do not buy - these will not last.,是,1,Debora B. Schwartz,2024-12-24
US,B0CXPQVMP6,R1GKF47HRWE7ZQ,Amazing sound.,,I bought this for my husband and he absolutely loves it! Great sound!,是,5,Laurie W.,2024-12-21
US,B0CXPQVMP6,R1O79OGA4HBJAU,Soundbox,,Works get for my shop. Better than I thought it would. I would highly recommend,是,5,WILLIAM A JOHNSTON,2024-12-21
US,B0CXPQVMP6,RKHSWQZJYA7XY,A very nice speaker,,I have this in my classic car.. I play my Pandora &amp; YouTube music on it instead of getting a new after market radio.. I would recommend this to anyone.. Great sound &amp; easy to operate &amp; set-up.,是,5,Jeff Seznak,2024-12-21
US,B0CXPQVMP6,R1X3PVKJ2QV0LY,Equilibrio ,,Buen sonido y duración de batería,是,5,Esteban,2024-12-17
US,B07594HZ6Y,R2OUONYLJ3JW3Z,Great for my shop.,,Works really well for music in my shop.,是,5,Rock,2024-12-14
US,B07594HZ6Y,RPZCX1IW7IOB3,Great Sound,,Great Sound,是,5,Richard Lakota,2024-12-14
US,B07594HZ6Y,R1GVCZPFJBH8VL,Sound,,"Initially thought about returning it once I located the charger under the packaging, put it and played it my decision was made. Very easy setup.",是,5,Randi,2024-12-13
US,B07594HZ6Y,R2BUT6X22GBABZ,Great value for money,,Can go loud for it's size. Good sound for the price.,是,5,Joyce Fitzgerald,2024-12-12
US,B07594HZ6Y,R33P5JIZ1XQDDG,Love the sound,,I used it with my IPhone to play pandora and the sound is rich and full.,是,5,Victor W.,2024-12-12
US,B07594HZ6Y,R282LGB41RGZ60,my review of Tribit XSound Go Bluetooth Speaker,,Great little speaker. I use for my mini pc &amp; my iPad . The sound is great for me I can hear what is said perfectly. My iPad sound is real low so I use this speaker and now I can hear without those ear buds. I switch back &amp; forth between my iPad &amp; mini pc using Bluetooth.,是,5,Gary W.,2024-12-12
US,B0CXPQVMP6,R2Q8TISP1PZ4Y4,Excellent sound for such a compact speaker.,,Used it to play music via Bluetooth from my smartphone at an outdoor gathering. Very convenient. Will try it next as a small PA speaker for a compatible microphone.,是,5,Robert M. Adler,2024-12-09
US,B0CXPQVMP6,R12LMFF9N3F15D,Sound was disappointing,,"Connected to TV easily.
<br>The sound was not as good as other small speakers that I have.",是,4,Amazon Customer,2024-12-07
US,B0CXPQVMP6,R34VSLVOFOBXJ6,It works and can be carried around the house so I always know what is happening on the television.,,"It was extremely easy to use and to install on my television. I am an 82 year old women who is not tech savvy so if I can do it, anyone can. I also have hearing problems so this device is a blessing. I place it next to me and I can hear perfectly what is being said. I would recommend this product whole heartily.",是,5,Barbara,2024-12-06
US,B0CXPQVMP6,RNO6IK45WZ8TS,Do not buy Tribit,,,否,1,Do not buy Tribit brand. It will not work in a few years and you will either have to upgrade or change products. Do not buy Tribit.,2024-12-06
US,B0CXPQVMP6,R3QTSNF35XJHX3,Awesome Quality,,"Surprising how awesome this sounds for a small portable speaker. I have gotten this wet and dusty, and it still works fine.",是,5,Beth,2024-12-04
US,B0CXPQVMP6,R1OXTQ9NIJU1H3,What a great impulse buy in 2018 this speaker was!,,"I bought this speaker in 2018 and it’s still holding up like a champ. I’m using it at this exact moment to annoy my office with choice selections from my Spotify Wrapped list. The battery lasts for an eternity and the sound is very impressive for a small speaker. At high volumes, you might notice some issues but I’ve found that it works very well when you keep it at quieter levels.",是,5,Erica,2024-12-04
US,B0CXPQVMP6,R2UN2AWR6GA4Z0,Tribute is Tremendous,,"This is the second Tribit I have purchased. I used the first one in my elementary classroom to provide appropriate music to my students. After retiring, I put it in my pickup. So, I bought a second one and use it in my home! Love it!",是,5,Earl Chiddix,2024-12-04
US,B0CXPQVMP6,RYEUZ6TRB3X99,Easy to pair,,The speaker was easy to pair with my computer and iPhone. The sound is excellent.,是,5,Larry,2024-12-04
US,B0CXPQVMP6,R2AG01G36PB3DD,Goodbass sounds,,Good bass sounds! Good volume,是,5,RMZ,2024-12-04
US,B0CXPQVMP6,R125K3NHZEB6VC,Great Speaker,,Speaker is small yet packs a punch! Love the features and the water proof ness as well. Worth jt,是,5,Alex,2024-12-02
US,B0CXPQVMP6,R270VUQNRYS9AM,Better than expected,,Better than expected! Great value for the price!,是,5,Basu,2024-12-01
US,B0CXPQVMP6,R1D4TYV548KD3K,Sound you want,,Great sound in a small speaker,是,5,Amazon Customer,2024-11-30
US,B0CXPQVMP6,R1NVM4N7CD0RP5,Spoil your ears!,,"This bluetooth speaker is fantastic. Great sound, great battery life. You will love it.",是,5,Ziki,2024-11-27
US,B0CXPQVMP6,RPHYTDYHEE9B7,If you have a Samsung watch it will close the watch sound to go very low,,"I've never had a speaker for my cell phone before. I decided to buy this from Amazon. I installed it on my Samsung 24 ultra phone which is new. I bought it in June of this year and also bought my Samsung 6 watch at the same time. I connected it to the Bluetooth and the sound was fair. But I noticed when a phone call came in it came through the speaker. I went into the settings and had the speaker just be audio only and removed calls. Later that day I turned off the speaker and A call came in on my phone. I normally answer my calls on my watch because it's easier than running to find the phone all the time. If it's going to be a longer call I'll tell them to hold on and then pick up my phone and transfer the call to the phone. A bit later that day my phone rang and I noticed my watch ringtone was extremely low. I went ahead and answered the call anyway I could hardly hear the person on the end of the line and they couldn't hear me barely. I completely uninstalled the speaker, removed all Bluetooth and Wi-Fi settings in my phone. Reset my network I did so much it took days. I factory reset my watch for different times still couldn't get anything to work. I talked to Samsung for hours for almost 3 days. I called T-Mobile they were great and they helped me work with it but again couldn't get it to work. The speaker now is 100% disconnected from my phone and watch. My watch is still not working correctly. Has anybody else had this kind of problem. I'm going to take it to T-Mobile tomorrow and see if my watch will connect to one of their phones at T-Mobile and see what the sound is like then. If the sound is good then I'm going to have to factory reset my phone what a pain in the butt. I will give you some updates later in the week.",否,1,C S,2024-11-25
US,B0CXPQVMP6,R1J32CMKU9LMQV,"The sound quality, bass and life span of charge",,Excellent,是,4,Sandre,2024-11-24
US,B0CXPQVMP6,R2T0RFZ40NEMUE,Great Bass!,,Great sound all around~,是,5,Gerald Williamson,2024-11-22
US,B0CXPQVMP6,R22J1L10CX9C06,Sound quality is good!,,I like the sound quality. The small size is convenient for travel as well!,是,5,E Valenzuela,2024-11-20
US,B0CXPQVMP6,R13PBDJIEGWNJK,Amazing Sound,,"The Tribit Speakers sounds great! Its real easy to setup and i was really impressed with the sound and the price. You cant go wrong, I highly recommend it",是,5,Amazon Customer,2024-11-19
US,B0CXPQVMP6,RQY2TBKCC477F,Great For The Price,,"I have an original Tribit Stormbox and have enjoyed the extra ""BASS"" on that model for years. Blows the old bluetooth speaker I have from a decade go out of the water (tinny and zero bass).
<br>
<br>I didn't expect this XSound Go to be as powerful as the Stormbox, but it was also less than half the price. IMO this is a great speaker and delivers sound comparable to the Stormbox, just won't get as loud. Very happy to add this one to my speaker collection.",是,5,Ace Knight,2024-11-16
US,B0CXPQVMP6,R3QM9AZV3BW3V3,it can fit in my bag when i am traveling.,,connected to my cellphone to enhance the sound.,是,5,HPR,2024-11-16
US,B0CXPQVMP6,R2ZHDT6SKQ3GR5,great sound,,NICE !!!,是,5,Matthew,2024-11-16
US,B0CXPQVMP6,RP55RBZR3B07I,Great small bluetooth speaker,,This was recommended on The Wirecutter New York Times newsletter and so I ordered based on reviews there. And it is an excellent small BT speaker. So glad I got it - great sound for the price and easy to move around the house or where you might want to use a speaker.,是,5,Pam in Colorado,2024-11-14
US,B0CXPQVMP6,R3AM9MZBL6YVUW,Good while it lasted,,"It was fine at first. Had no problems with the pairing, and the sound was not great, but good enough. I had it for a while but didn't use it much, then one day, it was just dead. Wouldn't start, wouldn't charge. Not buying it again as a replacement.",是,2,L. Galen,2024-11-14
